contributor_id,ethereum_address,impact_percentage
308,0x0000000000000000000000000000000000000000,0.0
309,0x0000000000000000000000000000000000000000,0.0
310,0x8edb50ab74b9ac3f83ba4c1ceb265f43ae50f9f9,0.06702412868632708
311,0x88aef1cebf7b6b2abdb16f883f159edfd11166b5,40.01340482573727
312,0x2d7bc3cd7a1f4b804b8c0c7a1bea44de4f6505f5,0.0
313,0x08f9e71d658696e4ecefe8b95f82a09933a05e98,0.0
314,0xb1e2685b5f9d901497c3c9714fb954ef8e37cc1b,0.0
315,0x9d8dc28e9d9c4c5a387a858182edf9ab8b90f565,0.2680965147453083
316,0xeed7ee5d043fe130861cacea6b5d6e5baffbf308,26.943699731903486
317,0xf72ff6980d2c62258b54da10178e1ddd87409a33,0.0
318,0x8c14a3dd850835a07fba7620e2601b3e5a6d5ee5,3.0160857908847185
