contributor_id,ethereum_address,impact_percentage
4,0x0000000000000000000000000000000000000000,0.0
5,0x0000000000000000000000000000000000000000,0.0
11,0x0000000000000000000000000000000000000000,0.0
52,0x0000000000000000000000000000000000000000,0.0
76,0x0000000000000000000000000000000000000000,0.0
78,0x0000000000000000000000000000000000000000,0.0
80,0x0000000000000000000000000000000000000000,0.0
113,0x0000000000000000000000000000000000000000,0.0
124,0x0000000000000000000000000000000000000000,0.0
152,0x0000000000000000000000000000000000000000,0.7372654155495979
169,0x0000000000000000000000000000000000000000,20.308310991957104
173,0x0000000000000000000000000000000000000000,0.0
174,0x0000000000000000000000000000000000000000,0.0
175,0x0000000000000000000000000000000000000000,0.0
176,0x0000000000000000000000000000000000000000,0.0
177,0x0000000000000000000000000000000000000000,0.0
178,0x0000000000000000000000000000000000000000,0.0
179,0x0000000000000000000000000000000000000000,0.0
180,0x0000000000000000000000000000000000000000,0.0
181,0x0000000000000000000000000000000000000000,0.0
182,0x0000000000000000000000000000000000000000,0.0
183,0x0000000000000000000000000000000000000000,0.0
184,0x0000000000000000000000000000000000000000,0.0
185,0x0000000000000000000000000000000000000000,0.0
186,0x0000000000000000000000000000000000000000,0.0
187,0x0000000000000000000000000000000000000000,0.0
188,0x0000000000000000000000000000000000000000,0.0
189,0x0000000000000000000000000000000000000000,0.0
190,0x0000000000000000000000000000000000000000,0.0
191,0x0000000000000000000000000000000000000000,0.0
192,0x0000000000000000000000000000000000000000,0.0
193,0x0000000000000000000000000000000000000000,0.0
194,0x0000000000000000000000000000000000000000,0.0
195,0x0000000000000000000000000000000000000000,0.0
196,0x0000000000000000000000000000000000000000,0.0
197,0x0000000000000000000000000000000000000000,0.0
198,0x0000000000000000000000000000000000000000,0.0
199,0x0000000000000000000000000000000000000000,0.0
200,0x0000000000000000000000000000000000000000,0.0
201,0x4709ebf314c6492d57f4c6d4f57357d5b2bb074e,0.0
202,0x0000000000000000000000000000000000000000,0.0
203,0x361dd9c707325d40abfb3ec72518585fd7b76199,0.0
204,0x7eaf6289281d72f87389bf4615e52429adf849ab,0.0
205,0x1e8ee48d0621289297693fc98914da2efdce1477,0.0
206,0x824e0a1e0bee6fe60f591d9a95767411dd60edf3,0.0
207,0x9f954bcd8bc1b114dfa0296a68a4744603c8e649,0.2680965147453083
208,0x0000000000000000000000000000000000000000,0.0
209,0x0000000000000000000000000000000000000000,0.0
210,0x08379a244ab375c32033578b78a1512fb25a5062,0.0
211,0xda0bc9ecd14d0346ee41085edbc46a950bebd73d,0.0
212,0x0000000000000000000000000000000000000000,0.0
213,0xe0945b7d8f1c5061857201191de442e8124b56c2,0.0
214,0x6951e11782fb77296d3666ae5a6e1b240f7c0244,7.908847184986596
215,0x0000000000000000000000000000000000000000,0.06702412868632708
216,0x0000000000000000000000000000000000000000,0.0
217,0xe7576177bcfaa67bf06c75f5572fd95e62899bac,0.0
218,0xb77c19804f102312c8cf66221da8886c1bf2c431,0.0
219,0x91a394c9e0e997aa6123b8bb76a84edc7694f430,0.0
220,0x0000000000000000000000000000000000000000,0.0
221,0x34df2dfb3f98f1d78152fec765cadd77fd84f2ba,0.0
222,0xf56e5050ceaecc97572be376696cb548f697a6c8,0.0
223,0x0466468f6223e5c5f2d02533f686dc1c5f936455,0.0
224,0x44302299d9d5e2245122a698df6a2090a37773f1,0.0
225,0x6afa2cdea65bd55a47cbb459aa69aa244ca3cdc8,0.0
226,0xc835bd6d29642e687a9ac024788ff94419aa57c9,0.0
227,0x0000000000000000000000000000000000000000,0.06702412868632708
228,0x0000000000000000000000000000000000000000,0.0
229,0x0000000000000000000000000000000000000000,0.0
230,0x2088bc94eee73faf12352fc2fd50f508253c8e36,0.0
231,0x0000000000000000000000000000000000000000,0.0
232,0x0000000000000000000000000000000000000000,0.0
233,0x0000000000000000000000000000000000000000,0.0
234,0xdb133b63829c927591d0847f7cde371b1d51772c,0.0
235,0x120e47109817c8d5c521cb5088566ccd94277c74,0.0
236,0x4757ea76c9e7356ab460b4373b4448e6bfb97aaf,0.0
237,0x0000000000000000000000000000000000000000,0.0
238,0x0000000000000000000000000000000000000000,0.0
239,0x0000000000000000000000000000000000000000,0.0
240,0x0000000000000000000000000000000000000000,0.0
241,0x467082758ce92b21efe75332f66d92c0e7c54d65,0.0
242,0xc2b6490597e4ceb788444fed1dadc0e10939607a,0.0
243,0xd766d89d3492df23f2b5a6df1720184c725d9f48,0.0
244,0x0000000000000000000000000000000000000000,0.0
245,0x0000000000000000000000000000000000000000,0.0
246,0x0000000000000000000000000000000000000000,0.0
247,0x5bb16ef826311a832c610bbed241c0e1f1784abd,0.20107238605898123
248,0x0000000000000000000000000000000000000000,0.0
249,0x572356ffe42f4f3c237a6b1a3e1dec04baef8b20,0.0
250,0x0000000000000000000000000000000000000000,0.0
251,0x0000000000000000000000000000000000000000,0.0
252,0x0000000000000000000000000000000000000000,0.0
253,0x0000000000000000000000000000000000000000,0.0
254,0x670e29b181e32c03b12da0c644e78a11216827a2,0.0
255,0x0000000000000000000000000000000000000000,0.0
256,0x0b187278bfc6c9af997d7a8b4ac0f81b1ed4c9a9,0.0
257,0x0000000000000000000000000000000000000000,0.0
258,0x083672b8bfead44ea00b7d3d1b9100ce0ffbcc50,0.0
259,0x6321286f9b73f427c72e1f9f1bc6b3d25ef06605,0.0
260,0x12348bbd6d384574e9522d3c5ca8555038699339,0.0
261,0x0000000000000000000000000000000000000000,0.0
262,0x0000000000000000000000000000000000000000,0.0
263,0xe646f6b98439ddadee6ffb6849c35ba3076c4574,0.0
264,0xf080d5b40c370a5148a9848a869eb3aaf7d5e146,0.0
265,0x341a56496b1f1c2c12d71e01cf587755433ef1fc,0.0
266,0x3fe9e6b5349cf92fd9dbb5c8aea9e154d66778f5,0.0
267,0xd116039d282019b9a8a71ff117306d24f3f30548,0.0
268,0x784629ec6e41688f7ff1590a7c16386197c5a111,0.0
269,0x267de1c4d3017a047c5a5c19aaca46a08d6374c7,0.0
270,0x27017cf5fc54a41de8dc76e16efc5aee4ab3a1ba,0.0
271,0x0000000000000000000000000000000000000000,0.0
272,0xed5a2a1476f5d43b7bfeebc5c160c38934de1846,0.0
273,0x010106a0a7f9087408412f37c15e769352eea280,0.0
274,0x0000000000000000000000000000000000000000,0.0
275,0x0000000000000000000000000000000000000000,0.0
276,0x0000000000000000000000000000000000000000,0.0
277,0x0000000000000000000000000000000000000000,0.0
278,0x0000000000000000000000000000000000000000,0.0
279,0x0000000000000000000000000000000000000000,0.0
280,0x0000000000000000000000000000000000000000,0.0
281,0x0000000000000000000000000000000000000000,0.0
282,0x0000000000000000000000000000000000000000,0.0
283,0x0000000000000000000000000000000000000000,0.0
284,0x0000000000000000000000000000000000000000,0.0
285,0x0000000000000000000000000000000000000000,0.0
286,0x0000000000000000000000000000000000000000,0.0
287,0x0000000000000000000000000000000000000000,0.0
288,0x0000000000000000000000000000000000000000,0.0
289,0x0000000000000000000000000000000000000000,0.0
290,0x0000000000000000000000000000000000000000,0.0
291,0x0000000000000000000000000000000000000000,0.0
292,0x0000000000000000000000000000000000000000,0.0
293,0x0000000000000000000000000000000000000000,0.0
294,0x0000000000000000000000000000000000000000,0.0
295,0x0000000000000000000000000000000000000000,0.0
296,0x0000000000000000000000000000000000000000,0.0
297,0x0000000000000000000000000000000000000000,0.0
298,0x93e67f0e310055501daf14db3526d83bd6c6c70a,0.0
299,0x0000000000000000000000000000000000000000,0.0
300,0x0000000000000000000000000000000000000000,0.0
301,0x0000000000000000000000000000000000000000,0.0
302,0x0000000000000000000000000000000000000000,0.0
303,0x0000000000000000000000000000000000000000,0.0
304,0x0000000000000000000000000000000000000000,0.0
305,0xcec0e2214d43f8245c1302904c02d666fc65e6bc,0.0
306,0x0000000000000000000000000000000000000000,0.0
307,0x0000000000000000000000000000000000000000,0.13404825737265416
